head_of_department_code,head_of_account,head_of_account_description,detail_head,detail_head_description,plan_code,voted_charged,year,value,
502,240100789AI,Kuruvai Special Package for Cauvery Delta Districts,31101,Individual Based Subsidy,SE,Voted,2023-2024,1,
502,240100789AJ,Tamil Nadu Cotton Cultivation Mission,30903,Grants for Specific Schemes,SE,Voted,2023-2024,22000,
502,240100789AP,Tamil Nadu Millet Mission.,31101,Individual Based Subsidy,SE,Voted,2023-2024,78451,
502,240100789JC,Crop and plant protection,32401,Materials and Supplies,SE,Voted,2023-2024,820,
502,240100789JC,Crop and plant protection,37301,Transport Charges,SE,Voted,2023-2024,533,
502,240100789JC,Crop and plant protection,36901,Procurement of Agricultural Inputs,SE,Voted,2023-2024,136,
502,240100789JQ,Incentive to Farmers during Paddy Procurement under Special Component Plan for Scheduled Castes,31102,General Subsidy,SE,Voted,2023-2024,1000000,
502,240100789JU,State's Share towards Premium Subsidy under Pradhan Mantri Fasal Bima Yojana (PMFBY) for Agriculture Crops for Scheduled Caste Sub-Plan,30903,Grants for Specific Schemes,SE,Voted,2023-2024,5690000,
502,240100793SH,Integrated Farming in Coconut Holding for Productivity Improvement for Scheduled Caste Sub-Plan,31101,Individual Based Subsidy,CSS,Voted,2023-2024,300,
502,240100793SI,Replanting and Rejuvenation of Coconut Garden for Scheduled Caste Sub-Plan,31101,Individual Based Subsidy,CSS,Voted,2023-2024,41430,
502,240100793UF,Oil Palm Development Project under National Food Security  Mission (NFSM) - Oilseeds and Oil Palm,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100793UG,Oilseeds Production Programme under National Food Security Mission (NFSM) - Oilseeds and Oil Palm,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,36168,
502,240100793UH,State Extension Programme for Extension Reforms,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,84000,
502,240100793UI,Tree Borne Oil Seeds Project under National Food Security Mission (NFSM) - Oilseeds and Oil Palm,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,1701,
502,240100793UJ,Rainfed Area Development under National Mission on Sustainable Agriculture,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100793UJ,Rainfed Area Development under National Mission on Sustainable Agriculture,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,37500,
502,240100793UK,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture,30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240100793UK,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,7580,
502,240100793UK,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100793UK,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture,30801,Advertisement Charges,SSSC,Voted,2023-2024,0,
502,240100793UL,National Agriculture Development Programme (NADP-RKVY) under Special Component Plan - Agriculture Department,31901,Purchase,SSSC,Voted,2023-2024,0,
502,240100793UL,National Agriculture Development Programme (NADP-RKVY) under Special Component Plan - Agriculture Department,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,111600,
502,240100793UL,National Agriculture Development Programme (NADP-RKVY) under Special Component Plan - Agriculture Department,31102,General Subsidy,SSSC,Voted,2023-2024,0,
502,240100793UM,Production and Distribution of quality seeds,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,56601,
502,240100793UN,National Food Security Mission (NFSM) - Other Crops,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,123351,
502,240100793UX,National e-Governance Plan in Agriculture and National Mission on Agricultural Extension Technology under Special Component Plan for Scheduled Caste,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,1,
502,240100793UY,Oil Palm Development Project under National Food Security  Mission (NFSM) - Oilseeds and Oil Palm - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100793UZ,Oilseeds Production Programme under National Food Security Mission (NFSM) - Oilseeds and Oil Palm - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,24112,
502,240100793VA,State Extension Programme for Extension Reforms - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,56003,
502,240100793VB,Tree Borne Oil Seeds Project under National Food Security Mission (NFSM) - Oilseeds and Oil Palm - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,1134,
502,240100793VC,Rainfed Area Development under National Mission on Sustainable Agriculture - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100793VC,Rainfed Area Development under National Mission on Sustainable Agriculture - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,25000,
502,240100793VD,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - State Share,30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240100793VD,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,5053,
502,240100793VD,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100793VD,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - State Share,30801,Advertisement Charges,SSSC,Voted,2023-2024,0,
502,240100793VE,National Agriculture Development Programme (NADP-RKVY) under Special Component Plan - Agriculture Department - State Share,31901,Purchase,SSSC,Voted,2023-2024,0,
502,240100793VE,National Agriculture Development Programme (NADP-RKVY) under Special Component Plan - Agriculture Department - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,74400,
502,240100793VE,National Agriculture Development Programme (NADP-RKVY) under Special Component Plan - Agriculture Department - State Share,31102,General Subsidy,SSSC,Voted,2023-2024,0,
502,240100793VF,Production and Distribution of quality seeds - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,37734,
502,240100793VG,National Food Security Mission (NFSM) - Other Crops - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,82234,
502,240100793VH,National e-Governance Plan in Agriculture and National Mission on Agricultural Extension Technology under Special Component Plan for Scheduled Caste - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100793VR,Tamil Nadu Mission on Sustainable Green Cover in Farm Lands under NMSA -State Share.,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100793VS,Tamil Nadu Mission on Sustainable Green Cover in Farm Lands under NMSA,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100793VT,Administrative cost to TAWDEVA under Sub Mission on Agro Forestry of NMSA,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100793VU,Administrative cost to TAWDEVA under Sub Mission on Agro Forestry of NMSA - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100793VV,Administrative cost to TAWDEVA under Paramparagat Krishi Vikas Yojana of National  Mission on Sustainable Agriculture.,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100793VW,Administrative cost to TAWDEVA under Paramparagat Krishi Vikas Yojana of National  Mission on Sustainable Agriculture  - State Share.,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100793WD,Targeting Rice Fallow Areas - Oilseeds under National Mission on Edible Oil,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,392,
502,240100793WE,Targeting Rice Fallow Areas - Oilseeds under National Mission on Edible Oil - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,261,
502,240100794SA,Integrated Farming in Coconut Holding for Productivity Improvement for Tribal Sub-Plan,31101,Individual Based Subsidy,CSS,Voted,2023-2024,4,
502,240100794SB,Replanting and Rejuvenation of Coconut Garden for Tribal Sub-Plan,31101,Individual Based Subsidy,CSS,Voted,2023-2024,531,
502,240100794UA,State Extension Programme for Extension Reforms,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,4620,
502,240100794UB,Oilseeds Production Programme under National Food Security Mission (NFSM) - Oilseeds and Oil Palm,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,1850,
502,240100794UC,Oil Palm Development Project under National Food Security Mission (NFSM) - Oilseeds and Oil Palm,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100794UE,Tree Borne Oil Seeds Project under National Food Security Mission (NFSM) - Oilseeds and Oil Palm,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,74,
502,240100794UF,Rainfed Area Development under National Mission on Sustainable Agriculture,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100794UF,Rainfed Area Development under National Mission on Sustainable Agriculture,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,2100,
502,240100794UG,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture,30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240100794UG,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,1109,
502,240100794UG,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100794UH,National Agriculture Development Programme  (NADP-RKVY) - Agriculture Department,31901,Purchase,SSSC,Voted,2023-2024,0,
502,240100794UH,National Agriculture Development Programme  (NADP-RKVY) - Agriculture Department,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,6000,
502,240100794UH,National Agriculture Development Programme  (NADP-RKVY) - Agriculture Department,31102,General Subsidy,SSSC,Voted,2023-2024,0,
502,240100794UI,Production and Distribution of quality seeds,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,2979,
502,240100794UJ,National Food Security Mission (NFSM) - Other Crops,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,6492,
502,240100794US,National e-Governance Plan in Agriculture and National Mission on Agricultural Extension Technology under Tribal Sub-Plan,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100794UT,State Extension Programme for Extension Reforms - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,3083,
502,240100794UU,Oilseeds Production Programme under National Food Security Mission (NFSM) - Oilseeds and Oil Palm - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,1233,
502,240100794UV,Oil Palm Development Project under National Food Security Mission (NFSM) - Oilseeds and Oil Palm - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100794UW,Tree Borne Oil Seeds Project under National Food Security Mission (NFSM) - Oilseeds and Oil Palm - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,49,
502,240100794UX,Rainfed Area Development under National Mission on Sustainable Agriculture - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100794UX,Rainfed Area Development under National Mission on Sustainable Agriculture - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,1400,
502,240100794UY,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - State Share,30502,Other Contingencies,SSSC,Voted,2023-2024,0,
502,240100794UY,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,739,
502,240100794UY,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100794UZ,National Agriculture Development Programme  (NADP-RKVY) - Agriculture Department - State Share,31901,Purchase,SSSC,Voted,2023-2024,0,
502,240100794UZ,National Agriculture Development Programme  (NADP-RKVY) - Agriculture Department - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,4000,
502,240100794UZ,National Agriculture Development Programme  (NADP-RKVY) - Agriculture Department - State Share,31102,General Subsidy,SSSC,Voted,2023-2024,0,
502,240100794VA,Production and Distribution of quality seeds - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,1986,
502,240100794VB,National Food Security Mission (NFSM) - Other Crops - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,4328,
502,240100794VC,National e-Governance Plan in Agriculture and National Mission on Agricultural Extension Technology under Tribal Sub-Plan - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100794VL,Tamil Nadu Mission on Sustainable Green Cover in Farm Lands under NMSA,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100794VM,Tamil Nadu Mission on Sustainable Green Cover in Farm Lands under  NMSA -State Share.,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,0,
502,240100794VN,Administrative cost to TAWDEVA under Sub Mission on Agro Forestry of NMSA,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100794VO,Administrative cost to TAWDEVA under Sub Mission on Agro Forestry of NMSA - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100794VP,Administrative cost to TAWDEVA under Paramparagat Krishi Vikas Yojana of National  Mission on Sustainable Agriculture.,30903,Grants for Specific Schemes,SSSC,Voted,2023-2024,0,
502,240100794VX,Targeting Rice Fallow Areas - Oilseeds under National Mission on Edible Oil,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,74,
502,240100794VY,Targeting Rice Fallow Areas - Oilseeds under National Mission on Edible Oil - State Share,31101,Individual Based Subsidy,SSSC,Voted,2023-2024,50,
502,240100796AC,Kalaignar's All Villages Integrated Agricultural Development Programme,31101,Individual Based Subsidy,SE,Voted,2023-2024,2267,
502,240100796AD,State Agricultural Development Scheme,31101,Individual Based Subsidy,SE,Voted,2023-2024,10000,
502,240100796AI,Tamil Nadu Millet Mission.,31101,Individual Based Subsidy,SE,Voted,2023-2024,4129,
502,240100796JO,Additional Subsidy to Small and Marginal Farmers,31101,Individual Based Subsidy,SE,Voted,2023-2024,10000,
502,240100800AV,Payment to Tamil Nadu Electricity Board on behalf of farmers using farm pump sets,30903,Grants for Specific Schemes,SE,Voted,2023-2024,65365300,
502,240100800KL,Mission on sustainable Dry Land Farming,30903,Grants for Specific Schemes,SE,Voted,2023-2024,1,
502,240100800KL,Mission on sustainable Dry Land Farming,31101,Individual Based Subsidy,SE,Voted,2023-2024,1,
502,240100800KL,Mission on sustainable Dry Land Farming,33303,Special Service,SE,Voted,2023-2024,1,
502,240100800PE,Tamil Nadu Irrigated Agriculture Modernisation Project-II Project Cell,30501,Telephone Charges,EAP,Voted,2023-2024,40,
502,240100800PE,Tamil Nadu Irrigated Agriculture Modernisation Project-II Project Cell,30502,Other Contingencies,EAP,Voted,2023-2024,300,
502,240100800PE,Tamil Nadu Irrigated Agriculture Modernisation Project-II Project Cell,35901,Prizes and Awards,EAP,Voted,2023-2024,30,
502,240100800PE,Tamil Nadu Irrigated Agriculture Modernisation Project-II Project Cell,37602,Maintenance,EAP,Voted,2023-2024,50,
502,240100800PE,Tamil Nadu Irrigated Agriculture Modernisation Project-II Project Cell,37603,Stationery,EAP,Voted,2023-2024,40,
502,240100800PE,Tamil Nadu Irrigated Agriculture Modernisation Project-II Project Cell,36001,T.A./D.A.to Non-Official Members,EAP,Voted,2023-2024,20,
502,240100800PE,Tamil Nadu Irrigated Agriculture Modernisation Project-II Project Cell,33303,Special Service,EAP,Voted,2023-2024,1080,
502,240100800PE,Tamil Nadu Irrigated Agriculture Modernisation Project-II Project Cell,37201,Training,EAP,Voted,2023-2024,10,
502,240100800PE,Tamil Nadu Irrigated Agriculture Modernisation Project-II Project Cell,32103,Hire Charges,EAP,Voted,2023-2024,50,
502,240100911AA,Deduct - Recoveries of Overpayments -,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911AB,Agricultural Extension Centre,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911AC,Multiplication and Distribution of Pulses Seeds,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911AG,Integrated Coconut Development Programme,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911AJ,Seed Processing Unit,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911AK,Training and Visits,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911AN,Establishment of seed centres for procurement and distribution of seeds,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911AU,Settlement of Air Travel Expenses incurred by Government Departments- Controlled by the Director of Agriculture,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911AY,Premium Subsidy for implementation of Pradhan Mantri Fasal Bima Yojana (PMFBY) - State Share,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911JD,Scheme for increasing the production of oil seeds,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911JS,Kuruvai Special Package for Cauvery Delta Districts,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911KL,Inter Cropping with Banana/Sugarcane,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911KZ,Tamil Nadu Cotton Cultivation Mission,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911LE,"Agriculture Package for Rejuvenation of Horticultural Crops affected by cyclone ""THANE""",37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2023-2024,0,
502,240100911SB,Production and Distribution of quality seeds,37702,Recoveries of Overpayments / Remittance of excess drawals,CSS,Voted,2023-2024,0,
502,240100911SE,National Mission on Sustainable Agriculture Growth,37702,Recoveries of Overpayments / Remittance of excess drawals,CSS,Voted,2023-2024,0,
502,240100911UB,Integrated Cereals Development Programme in Coarse Cereals (ICDP-Coarse Cereals)-Accelerated Maize Development Programme under Technology Mission on Maize,37702,Recoveries of Overpayments / Remittance of excess drawals,SSSC,Voted,2023-2024,0,
502,240100911UC,Deduct - Recoveries of Overpayments -,37702,Recoveries of Overpayments / Remittance of excess drawals,SSSC,Voted,2023-2024,0,
502,240100911UF,Sugarcane based cropping system areas - Controlled by Director of Agriculture,37702,Recoveries of Overpayments / Remittance of excess drawals,SSSC,Voted,2023-2024,0,
502,240100911UG,Oilseeds  Production Programme,37702,Recoveries of Overpayments / Remittance of excess drawals,SSSC,Voted,2023-2024,0,
502,240100911UI,National Agriculture Development Programme  (NADP-RKVY) - Agriculture Department,37702,Recoveries of Overpayments / Remittance of excess drawals,SSSC,Voted,2023-2024,0,
502,240100911UL,Integrated Cereals Development Programme in Coarse Cereals (ICDP-Coarse Cereals)-Accelerated Maize Development Programme under Technology Mission on Maize,37702,Recoveries of Overpayments / Remittance of excess drawals,SSSC,Voted,2023-2024,0,
502,240100911VJ,Rainfed Area Development under National Mission on Sustainable Agriculture,37702,Recoveries of Overpayments / Remittance of excess drawals,SSSC,Voted,2023-2024,0,
502,240200101AA,Soil Testing Laboratories,30101,Pay,SE,Voted,2023-2024,82075,
502,240200101AA,Soil Testing Laboratories,30102,Medical Allowance,SE,Voted,2023-2024,516,
502,240200101AA,Soil Testing Laboratories,30103,Medical Charges,SE,Voted,2023-2024,0,
502,240200101AA,Soil Testing Laboratories,30104,Other Allowances,SE,Voted,2023-2024,881,
502,240200101AA,Soil Testing Laboratories,30106,House Rent Allowance,SE,Voted,2023-2024,5290,
502,240200101AA,Soil Testing Laboratories,30107,Travel Concession,SE,Voted,2023-2024,32,
502,240200101AA,Soil Testing Laboratories,30108,City Compensatory Allowance,SE,Voted,2023-2024,305,
502,240200101AA,Soil Testing Laboratories,30301,Dearness Allowance,SE,Voted,2023-2024,34472,
502,240200101AA,Soil Testing Laboratories,30401,Tour Travelling Allowances,SE,Voted,2023-2024,328,
502,240200101AA,Soil Testing Laboratories,30402,Transfer Travelling Allowances,SE,Voted,2023-2024,0,
502,240200101AA,Soil Testing Laboratories,30501,Telephone Charges,SE,Voted,2023-2024,16,
502,240200101AA,Soil Testing Laboratories,30502,Other Contingencies,SE,Voted,2023-2024,920,
502,240200101AA,Soil Testing Laboratories,30504,Service Postage & Postal Expenditure,SE,Voted,2023-2024,58,
502,240200101AA,Soil Testing Laboratories,31903,Maintenance,SE,Voted,2023-2024,668,
502,240200101AA,Soil Testing Laboratories,33304,Contract Payment,SE,Voted,2023-2024,6400,
502,240200101AA,Soil Testing Laboratories,34501,"Petroleum, Oil and Lubricant",SE,Voted,2023-2024,7,
502,240200101AA,Soil Testing Laboratories,34901,Festival Advances-Debit,SE,Voted,2023-2024,1570,
502,240200101AA,Soil Testing Laboratories,34902,Festival Advances-Credit,SE,Voted,2023-2024,-1570,
502,240200101AA,Soil Testing Laboratories,35901,Prizes and Awards,SE,Voted,2023-2024,6,
502,240200101AA,Soil Testing Laboratories,37602,Maintenance,SE,Voted,2023-2024,171,
502,240200101AA,Soil Testing Laboratories,37603,Stationery,SE,Voted,2023-2024,0,
502,240200101AA,Soil Testing Laboratories,30503,Electricity Charges,SE,Voted,2023-2024,1835,
502,240200101AA,Soil Testing Laboratories,30602,Property tax,SE,Voted,2023-2024,406,
502,240200101AA,Soil Testing Laboratories,30603,Water Charges,SE,Voted,2023-2024,56,
502,240200101AA,Soil Testing Laboratories,30701,Publications,SE,Voted,2023-2024,10,
502,240200101AA,Soil Testing Laboratories,30802,Exhibition,SE,Voted,2023-2024,25,
502,240200101AA,Soil Testing Laboratories,34601,"Clothing, Tentage and Stores",SE,Voted,2023-2024,72,
502,240200101AA,Soil Testing Laboratories,30403,Fixed Travelling Allowances,SE,Voted,2023-2024,8,
502,240200101AA,Soil Testing Laboratories,30601,Rent,SE,Voted,2023-2024,247,
502,240200101AA,Soil Testing Laboratories,30801,Advertisement Charges,SE,Voted,2023-2024,711,
502,240200101AA,Soil Testing Laboratories,32401,Materials and Supplies,SE,Voted,2023-2024,3801,
502,240200101AA,Soil Testing Laboratories,34701,Stores,SE,Voted,2023-2024,50,
502,240200101AA,Soil Testing Laboratories,37301,Transport Charges,SE,Voted,2023-2024,410,
502,240200101AA,Soil Testing Laboratories,30201,Wages,SE,Voted,2023-2024,0,
502,240200101AA,Soil Testing Laboratories,36901,Procurement of Agricultural Inputs,SE,Voted,2023-2024,7438,
502,240200101AA,Soil Testing Laboratories,31002,Insurance Premium,SE,Voted,2023-2024,81,
502,240200101AB,Soil Survey and Land use Organisation,30101,Pay,SE,Voted,2023-2024,9584,
502,240200101AB,Soil Survey and Land use Organisation,30102,Medical Allowance,SE,Voted,2023-2024,66,
502,240200101AB,Soil Survey and Land use Organisation,30104,Other Allowances,SE,Voted,2023-2024,50,
502,240200101AB,Soil Survey and Land use Organisation,30106,House Rent Allowance,SE,Voted,2023-2024,630,
502,240200101AB,Soil Survey and Land use Organisation,30107,Travel Concession,SE,Voted,2023-2024,10,
502,240200101AB,Soil Survey and Land use Organisation,30108,City Compensatory Allowance,SE,Voted,2023-2024,69,
502,240200101AB,Soil Survey and Land use Organisation,30301,Dearness Allowance,SE,Voted,2023-2024,4026,
502,240200101AB,Soil Survey and Land use Organisation,30401,Tour Travelling Allowances,SE,Voted,2023-2024,65,
502,240200101AB,Soil Survey and Land use Organisation,30402,Transfer Travelling Allowances,SE,Voted,2023-2024,0,
502,240200101AB,Soil Survey and Land use Organisation,30502,Other Contingencies,SE,Voted,2023-2024,55,
502,240200101AB,Soil Survey and Land use Organisation,30504,Service Postage & Postal Expenditure,SE,Voted,2023-2024,0,
502,240200101AB,Soil Survey and Land use Organisation,31903,Maintenance,SE,Voted,2023-2024,29,
502,240200101AB,Soil Survey and Land use Organisation,33304,Contract Payment,SE,Voted,2023-2024,207,
502,240200101AB,Soil Survey and Land use Organisation,34501,"Petroleum, Oil and Lubricant",SE,Voted,2023-2024,113,
502,240200101AB,Soil Survey and Land use Organisation,34901,Festival Advances-Debit,SE,Voted,2023-2024,170,
502,240200101AB,Soil Survey and Land use Organisation,34902,Festival Advances-Credit,SE,Voted,2023-2024,-170,
502,240200101AB,Soil Survey and Land use Organisation,35901,Prizes and Awards,SE,Voted,2023-2024,0,
502,240200101AB,Soil Survey and Land use Organisation,37602,Maintenance,SE,Voted,2023-2024,20,
502,240200101AB,Soil Survey and Land use Organisation,37603,Stationery,SE,Voted,2023-2024,0,
502,240200101AB,Soil Survey and Land use Organisation,30503,Electricity Charges,SE,Voted,2023-2024,303,
502,240200101AB,Soil Survey and Land use Organisation,30602,Property tax,SE,Voted,2023-2024,120,
502,240200101AB,Soil Survey and Land use Organisation,30603,Water Charges,SE,Voted,2023-2024,0,
502,240200101AB,Soil Survey and Land use Organisation,34601,"Clothing, Tentage and Stores",SE,Voted,2023-2024,5,
502,240200101AB,Soil Survey and Land use Organisation,30601,Rent,SE,Voted,2023-2024,136,
502,240200101AB,Soil Survey and Land use Organisation,32401,Materials and Supplies,SE,Voted,2023-2024,50,
502,240200101AB,Soil Survey and Land use Organisation,34701,Stores,SE,Voted,2023-2024,0,
502,240200101AB,Soil Survey and Land use Organisation,30201,Wages,SE,Voted,2023-2024,0,
502,240200101AE,Mobile Soil Testing Laboratories,30101,Pay,SE,Voted,2023-2024,26512,
502,240200101AE,Mobile Soil Testing Laboratories,30102,Medical Allowance,SE,Voted,2023-2024,206,
502,240200101AE,Mobile Soil Testing Laboratories,30104,Other Allowances,SE,Voted,2023-2024,131,
502,240200101AE,Mobile Soil Testing Laboratories,30106,House Rent Allowance,SE,Voted,2023-2024,1596,
502,240200101AE,Mobile Soil Testing Laboratories,30107,Travel Concession,SE,Voted,2023-2024,10,
502,240200101AE,Mobile Soil Testing Laboratories,30108,City Compensatory Allowance,SE,Voted,2023-2024,140,
502,240200101AE,Mobile Soil Testing Laboratories,30301,Dearness Allowance,SE,Voted,2023-2024,11136,
502,240200101AE,Mobile Soil Testing Laboratories,30401,Tour Travelling Allowances,SE,Voted,2023-2024,211,
502,240200101AE,Mobile Soil Testing Laboratories,30402,Transfer Travelling Allowances,SE,Voted,2023-2024,0,
502,240200101AE,Mobile Soil Testing Laboratories,30502,Other Contingencies,SE,Voted,2023-2024,328,
502,240200101AE,Mobile Soil Testing Laboratories,30504,Service Postage & Postal Expenditure,SE,Voted,2023-2024,28,
502,240200101AE,Mobile Soil Testing Laboratories,31903,Maintenance,SE,Voted,2023-2024,496,
502,240200101AE,Mobile Soil Testing Laboratories,32102,Maintenance of Functional Vehicles,SE,Voted,2023-2024,271,
502,240200101AE,Mobile Soil Testing Laboratories,33304,Contract Payment,SE,Voted,2023-2024,3557,
502,240200101AE,Mobile Soil Testing Laboratories,34501,"Petroleum, Oil and Lubricant",SE,Voted,2023-2024,850,
502,240200101AE,Mobile Soil Testing Laboratories,34901,Festival Advances-Debit,SE,Voted,2023-2024,540,
502,240200101AE,Mobile Soil Testing Laboratories,34902,Festival Advances-Credit,SE,Voted,2023-2024,-540,
502,240200101AE,Mobile Soil Testing Laboratories,35901,Prizes and Awards,SE,Voted,2023-2024,0,
502,240200101AE,Mobile Soil Testing Laboratories,37602,Maintenance,SE,Voted,2023-2024,88,
502,240200101AE,Mobile Soil Testing Laboratories,37603,Stationery,SE,Voted,2023-2024,0,
502,240200101AE,Mobile Soil Testing Laboratories,30503,Electricity Charges,SE,Voted,2023-2024,389,
502,240200101AE,Mobile Soil Testing Laboratories,30602,Property tax,SE,Voted,2023-2024,26,
502,240200101AE,Mobile Soil Testing Laboratories,30603,Water Charges,SE,Voted,2023-2024,8,
502,240200101AE,Mobile Soil Testing Laboratories,34601,"Clothing, Tentage and Stores",SE,Voted,2023-2024,70,
502,240200101AE,Mobile Soil Testing Laboratories,30601,Rent,SE,Voted,2023-2024,48,
